epoch:0  loss:2.3029096126556396  
epoch:1  loss:2.302647829055786  
epoch:2  loss:2.302346706390381  
epoch:3  loss:2.3020427227020264  
epoch:4  loss:2.3017358779907227  
epoch:5  loss:2.3013925552368164  
epoch:6  loss:2.3008081912994385  
epoch:7  loss:2.2997803688049316  
epoch:8  loss:2.2982747554779053  
epoch:9  loss:2.2945504188537598  
epoch:10  loss:2.2833755016326904  
epoch:11  loss:2.220003604888916  
epoch:12  loss:2.180482864379883  
epoch:13  loss:2.090299129486084  
epoch:14  loss:2.116685390472412  
epoch:15  loss:2.0603344440460205  
epoch:16  loss:2.1328115463256836  
epoch:17  loss:1.9887086153030396  
epoch:18  loss:1.9504541158676147  
epoch:19  loss:1.9162157773971558  
epoch:20  loss:1.9501118659973145  
epoch:21  loss:2.004615068435669  
epoch:22  loss:2.0103096961975098  
epoch:23  loss:1.9130668640136719  
epoch:24  loss:1.9544886350631714  
epoch:25  loss:2.320878505706787  
epoch:26  loss:1.8507624864578247  
epoch:27  loss:1.9697761535644531  
epoch:28  loss:1.7330132722854614  
epoch:29  loss:1.7199623584747314  
epoch:30  loss:1.9434828758239746  
epoch:31  loss:1.6983081102371216  
epoch:32  loss:1.649886131286621  
epoch:33  loss:1.7486519813537598  
epoch:34  loss:1.6307618618011475  
epoch:35  loss:1.7491244077682495  
epoch:36  loss:1.6372359991073608  
epoch:37  loss:1.6399682760238647  
epoch:38  loss:1.5986723899841309  
epoch:39  loss:1.5947363376617432  
epoch:40  loss:1.5711395740509033  
epoch:41  loss:1.590546727180481  
epoch:42  loss:1.5538346767425537  
epoch:43  loss:1.6324095726013184  
epoch:44  loss:1.685233473777771  
epoch:45  loss:1.6475684642791748  
epoch:46  loss:1.5875816345214844  
epoch:47  loss:1.608542799949646  
epoch:48  loss:1.4969485998153687  
epoch:49  loss:1.4876627922058105  
epoch:50  loss:1.4831881523132324  
epoch:51  loss:1.5340909957885742  
epoch:52  loss:1.6168999671936035  
epoch:53  loss:1.4441590309143066  
epoch:54  loss:1.4314243793487549  
epoch:55  loss:1.4761261940002441  
epoch:56  loss:1.4888298511505127  
epoch:57  loss:1.4881794452667236  
epoch:58  loss:1.398136019706726  
epoch:59  loss:1.4100843667984009  
epoch:60  loss:1.45961332321167  
epoch:61  loss:1.3866997957229614  
epoch:62  loss:1.4616570472717285  
epoch:63  loss:1.3774425983428955  
epoch:64  loss:1.3712893724441528  
epoch:65  loss:1.3552051782608032  
epoch:66  loss:1.3630282878875732  
epoch:67  loss:1.3774417638778687  
epoch:68  loss:1.728639841079712  
epoch:69  loss:1.3471934795379639  
epoch:70  loss:1.3400053977966309  
epoch:71  loss:1.3268542289733887  
epoch:72  loss:1.3575048446655273  
epoch:73  loss:1.374808669090271  
epoch:74  loss:1.4514973163604736  
epoch:75  loss:1.3403514623641968  
epoch:76  loss:1.3005421161651611  
epoch:77  loss:1.5835963487625122  
epoch:78  loss:1.2904293537139893  
epoch:79  loss:1.4017643928527832  
epoch:80  loss:1.313295602798462  
epoch:81  loss:1.3579636812210083  
epoch:82  loss:1.4171093702316284  
epoch:83  loss:1.321773648262024  
epoch:84  loss:1.6849709749221802  
epoch:85  loss:1.4610421657562256  
epoch:86  loss:1.3294366598129272  
epoch:87  loss:1.2760101556777954  
epoch:88  loss:1.275508165359497  
epoch:89  loss:1.3718273639678955  
epoch:90  loss:1.2464109659194946  
epoch:91  loss:1.2951797246932983  
epoch:92  loss:1.2373554706573486  
epoch:93  loss:1.228969693183899  
epoch:94  loss:1.26443350315094  
epoch:95  loss:1.2561023235321045  
epoch:96  loss:1.2614110708236694  
epoch:97  loss:1.2552653551101685  
epoch:98  loss:1.2279826402664185  
epoch:99  loss:1.2317025661468506  
epoch:100  loss:1.249000906944275  
epoch:101  loss:1.3710052967071533  
epoch:102  loss:1.2970073223114014  
epoch:103  loss:1.2091259956359863  
epoch:104  loss:1.2396745681762695  
epoch:105  loss:1.1871484518051147  
epoch:106  loss:1.2299227714538574  
epoch:107  loss:1.200165867805481  
epoch:108  loss:1.2611098289489746  
epoch:109  loss:1.238407850265503  
epoch:110  loss:1.2256970405578613  
epoch:111  loss:5.224776744842529  
epoch:112  loss:1.2182531356811523  
epoch:113  loss:1.3278801441192627  
epoch:114  loss:1.429416298866272  
epoch:115  loss:1.2242152690887451  
epoch:116  loss:1.1590495109558105  
epoch:117  loss:1.2466586828231812  
epoch:118  loss:1.179466962814331  
epoch:119  loss:1.2175840139389038  
epoch:120  loss:1.2678717374801636  
epoch:121  loss:1.1780006885528564  
epoch:122  loss:1.2243523597717285  
epoch:123  loss:1.3509451150894165  
epoch:124  loss:1.2184562683105469  
epoch:125  loss:1.2090681791305542  
epoch:126  loss:1.2328753471374512  
epoch:127  loss:1.261673927307129  
epoch:128  loss:1.1613391637802124  
epoch:129  loss:1.1687922477722168  
epoch:130  loss:1.3743265867233276  
epoch:131  loss:1.1798837184906006  
epoch:132  loss:1.2253938913345337  
epoch:133  loss:1.1835495233535767  
epoch:134  loss:1.1512855291366577  
epoch:135  loss:1.3806068897247314  
epoch:136  loss:1.2695010900497437  
epoch:137  loss:1.167446494102478  
epoch:138  loss:1.1617242097854614  
epoch:139  loss:1.1222184896469116  
epoch:140  loss:1.116287112236023  
epoch:141  loss:1.2289220094680786  
epoch:142  loss:1.4849375486373901  
epoch:143  loss:1.144654393196106  
epoch:144  loss:1.234321117401123  
epoch:145  loss:1.1955877542495728  
epoch:146  loss:1.1176576614379883  
epoch:147  loss:1.1830352544784546  
epoch:148  loss:1.1229966878890991  
epoch:149  loss:1.143955111503601  
epoch:150  loss:1.1395169496536255  
epoch:151  loss:1.1457329988479614  
epoch:152  loss:1.0995278358459473  
epoch:153  loss:3.039372205734253  
epoch:154  loss:1.218082070350647  
epoch:155  loss:1.181796669960022  
epoch:156  loss:1.1704541444778442  
epoch:157  loss:1.1279958486557007  
epoch:158  loss:1.797309160232544  
epoch:159  loss:1.1364351511001587  
epoch:160  loss:1.3190934658050537  
epoch:161  loss:1.1821951866149902  
epoch:162  loss:1.106269121170044  
epoch:163  loss:1.1237804889678955  
epoch:164  loss:1.318464756011963  
epoch:165  loss:1.121066689491272  
epoch:166  loss:1.1789475679397583  
epoch:167  loss:1.0738028287887573  
epoch:168  loss:1.0845495462417603  
epoch:169  loss:1.097782015800476  
epoch:170  loss:1.192030668258667  
epoch:171  loss:1.1823956966400146  
epoch:172  loss:1.114209532737732  
epoch:173  loss:1.1099865436553955  
epoch:174  loss:1.0740348100662231  
epoch:175  loss:1.1603736877441406  
epoch:176  loss:1.1247849464416504  
epoch:177  loss:1.0966012477874756  
epoch:178  loss:1.0930155515670776  
epoch:179  loss:1.0896317958831787  
epoch:180  loss:1.143694281578064  
epoch:181  loss:1.4730627536773682  
epoch:182  loss:1.134109377861023  
epoch:183  loss:1.1009927988052368  
epoch:184  loss:1.0966792106628418  
epoch:185  loss:1.4454401731491089  
epoch:186  loss:1.062308669090271  
epoch:187  loss:1.0859163999557495  
epoch:188  loss:1.0618207454681396  
epoch:189  loss:1.3425307273864746  
epoch:190  loss:1.070472240447998  
epoch:191  loss:1.2597960233688354  
epoch:192  loss:1.1776996850967407  
epoch:193  loss:1.1714915037155151  
epoch:194  loss:1.0616637468338013  
epoch:195  loss:1.0878742933273315  
epoch:196  loss:1.1102818250656128  
epoch:197  loss:1.0573296546936035  
epoch:198  loss:1.1738197803497314  
epoch:199  loss:1.0918841361999512  
epoch:200  loss:1.1101874113082886  
epoch:201  loss:1.1311479806900024  
epoch:202  loss:1.0603209733963013  
epoch:203  loss:1.044628381729126  
epoch:204  loss:1.1497763395309448  
epoch:205  loss:1.2206698656082153  
epoch:206  loss:1.054534673690796  
epoch:207  loss:1.0441290140151978  
epoch:208  loss:1.036141037940979  
epoch:209  loss:1.064674973487854  
epoch:210  loss:1.0553333759307861  
epoch:211  loss:1.036696434020996  
epoch:212  loss:1.0362865924835205  
epoch:213  loss:1.136555790901184  
epoch:214  loss:1.0074796676635742  
